N,D,age,sex,year,n,mx,ax,qx,px,lx,dx,Lx,Tx,ex,lost,total,edagger,decile,age_2,check_death,check_pop
9246,1,23,2,2001,1,.00010815,.5,.00010815,.99989185,99048.306,10.71198,99042.95,5590887.5,56.446069,599.32547,896114.46,8.9611446,6,,,
8940,4,24,2,2001,1,.00044743,.5,.00044733,.99955267,99037.594,44.30221,99015.443,5491844.6,55.45212,2435.0452,896114.46,8.9611446,6,,,
9975,6,25,2,2001,1,.0006015,.5,.00060132,.99939868,98993.292,59.52694,98963.528,5392829.1,54.476713,3214.0349,896114.46,8.9611446,6,,,
10077,5,26,2,2001,1,.00049618,.5,.00049606,.99950394,98933.765,49.07672,98909.226,5293865.6,53.50919,2602.1628,896114.46,8.9611446,6,,,
10362,4,27,2,2001,1,.00038603,.5,.00038595,.99961405,98884.688,38.16468,98865.606,5194956.4,52.535498,1986.3016,896114.46,8.9611446,6,,,
11100,6,28,2,2001,1,.00054054,.5,.00054039,.99945961,98846.523,53.41611,98819.815,5096090.8,51.555589,2727.9285,896114.46,8.9611446,6,,,
11664,3,29,2,2001,1,.0002572,.5,.00025717,.99974283,98793.107,25.40648,98780.404,4997270.9,50.583194,1272.6015,896114.46,8.9611446,6,,,
11946,3,30,2,2001,1,.00025113,.5,.0002511,.9997489,98767.701,24.80043,98755.301,4898490.5,49.596078,1217.7566,896114.46,8.9611446,6,,,
12012,3,31,2,2001,1,.00024975,.5,.00024972,.99975028,98742.9,24.65799,98730.571,4799735.2,48.608409,1186.4046,896114.46,8.9611446,6,,,
12639,8,32,2,2001,1,.00063296,.5,.00063276,.99936724,98718.242,62.46508,98687.01,4701004.7,47.620425,2944.3128,896114.46,8.9611446,6,,,
12939,10,33,2,2001,1,.00077286,.5,.00077256,.99922744,98655.777,76.21738,98617.669,4602317.7,46.65026,3518.8115,896114.46,8.9611446,6,,,
12885,11,34,2,2001,1,.00085371,.5,.00085334,.99914666,98579.56,84.12204,98537.499,4503700,45.685941,3802.7568,896114.46,8.9611446,6,,,
12219,12,35,2,2001,1,.00098208,.5,.0009816,.9990184,98495.438,96.68264,98447.097,4405162.5,44.724533,4277.8452,896114.46,8.9611446,6,,,
12924,13,36,2,2001,1,.00100588,.5,.00100537,.99899463,98398.755,98.92764,98349.291,4306715.4,43.767987,4282.5535,896114.46,8.9611446,6,,,
12618,12,37,2,2001,1,.00095102,.5,.00095057,.99904943,98299.828,93.4409,98253.107,4208366.1,42.811531,3955.5085,896114.46,8.9611446,6,,,
12357,8,38,2,2001,1,.00064741,.5,.0006472,.9993528,98206.387,63.55886,98174.607,4110113,41.851789,2629.1237,896114.46,8.9611446,6,,,
12123,11,39,2,2001,1,.00090737,.5,.00090695,.99909305,98142.828,89.0111,98098.322,4011938.4,40.878569,3595.7722,896114.46,8.9611446,6,,,
12024,9,40,2,2001,1,.0007485,.5,.00074822,.99925178,98053.817,73.36612,98017.134,3913840.1,39.915224,2892.8247,896114.46,8.9611446,6,,,
11427,21,41,2,2001,1,.00183775,.5,.00183607,.99816393,97980.451,179.8985,97890.501,3815822.9,38.944738,6922.5127,896114.46,8.9611446,6,,,
11493,18,42,2,2001,1,.00156617,.5,.00156495,.99843505,97800.552,153.0525,97724.026,3717932.4,38.015454,5746.3342,896114.46,8.9611446,6,,,
11448,15,43,2,2001,1,.00131027,.5,.00130941,.99869059,97647.5,127.8611,97583.569,3620208.4,37.074256,4679.4892,896114.46,8.9611446,6,,,
10836,11,44,2,2001,1,.00101513,.5,.00101462,.99898538,97519.638,98.94535,97470.166,3522624.8,36.12221,3526.4419,896114.46,8.9611446,6,,,
10254,25,45,2,2001,1,.00243807,.5,.0024351,.9975649,97420.693,237.2296,97302.078,3425154.7,35.158389,8232.0299,896114.46,8.9611446,6,,,
10203,27,46,2,2001,1,.00264628,.5,.00264278,.99735722,97183.464,256.8349,97055.046,3327852.6,34.242992,8677.859,896114.46,8.9611446,6,,,
9882,21,47,2,2001,1,.00212508,.5,.00212282,.99787718,96926.629,205.7578,96823.75,3230797.5,33.332404,6762.7093,896114.46,8.9611446,6,,,
9705,27,48,2,2001,1,.00278207,.5,.00277821,.99722179,96720.871,268.7105,96586.516,3133973.8,32.40225,8584.412,896114.46,8.9611446,6,,,
9570,32,49,2,2001,1,.00334378,.5,.0033382,.9966618,96452.16,321.9767,96291.172,3037387.3,31.491128,9995.1332,896114.46,8.9611446,6,,,
9780,28,50,2,2001,1,.00286299,.5,.00285889,.99714111,96130.184,274.8259,95992.771,2941096.1,30.594929,8282.7234,896114.46,8.9611446,6,,,
9624,34,51,2,2001,1,.00353283,.5,.00352661,.99647339,95855.358,338.044,95686.336,2845103.3,29.681214,9881.9901,896114.46,8.9611446,6,,,
10344,35,52,2,2001,1,.0033836,.5,.00337789,.99662211,95517.314,322.6469,95355.99,2749417,28.784488,9141.3682,896114.46,8.9611446,6,,,
10689,40,53,2,2001,1,.00374216,.5,.00373518,.99626482,95194.667,355.5688,95016.882,2654061,27.880354,9753.8512,896114.46,8.9611446,6,,,
11262,49,54,2,2001,1,.00435091,.5,.00434147,.99565853,94839.098,411.7411,94633.227,2559044.1,26.983008,10927.916,896114.46,8.9611446,6,,,
8964,47,55,2,2001,1,.0052432,.5,.00522949,.99477051,94427.357,493.8065,94180.454,2464410.9,26.098484,12673.924,896114.46,8.9611446,6,,,
8787,45,56,2,2001,1,.0051212,.5,.00510812,.99489188,93933.55,479.824,93693.638,2370230.5,25.233055,11897.98,896114.46,8.9611446,6,,,
8865,66,57,2,2001,1,.00744501,.5,.0074174,.9925826,93453.726,693.1834,93107.135,2276536.8,24.360043,16601.184,896114.46,8.9611446,6,,,
8697,57,58,2,2001,1,.00655398,.5,.00653258,.99346742,92760.543,605.9654,92457.56,2183429.7,23.538345,14006.339,896114.46,8.9611446,6,,,
7950,63,59,2,2001,1,.00792453,.5,.00789325,.99210675,92154.578,727.3994,91790.878,2090972.1,22.689835,16205.081,896114.46,8.9611446,6,,,
7944,88,60,2,2001,1,.01107754,.5,.01101652,.98898348,91427.178,1007.21,90923.573,1999181.2,21.866378,21640.286,896114.46,8.9611446,6,,,
7887,69,61,2,2001,1,.00874857,.5,.00871047,.99128953,90419.968,787.6006,90026.168,1908257.7,21.104383,16299.322,896114.46,8.9611446,6,,,
8292,70,62,2,2001,1,.00844187,.5,.00840639,.99159361,89632.368,753.4846,89255.626,1818231.5,20.285434,14971.212,896114.46,8.9611446,6,,,
8025,87,63,2,2001,1,.01084112,.5,.01078267,.98921733,88878.883,958.352,88399.707,1728975.9,19.453168,18262.801,896114.46,8.9611446,6,,,
7971,89,64,2,2001,1,.01116547,.5,.01110349,.98889651,87920.531,976.2245,87432.419,1640576.2,18.659762,17827.531,896114.46,8.9611446,6,,,
7938,120,65,2,2001,1,.01511716,.5,.01500375,.98499625,86944.307,1304.491,86292.061,1553143.7,17.863662,22823.248,896114.46,8.9611446,6,,,
7722,112,66,2,2001,1,.01450401,.5,.01439959,.98560041,85639.816,1233.178,85023.227,1466851.7,17.128151,20655.264,896114.46,8.9611446,6,,,
7539,149,67,2,2001,1,.01976389,.5,.0195705,.9804295,84406.638,1651.88,83580.698,1381828.5,16.371088,26478.796,896114.46,8.9611446,6,,,
7437,144,68,2,2001,1,.01936265,.5,.01917699,.98082301,82754.758,1586.987,81961.264,1298247.8,15.687893,24338.617,896114.46,8.9611446,6,,,
7494,146,69,2,2001,1,.01948225,.5,.0192943,.9807057,81167.771,1566.076,80384.733,1216286.5,14.984845,22907.509,896114.46,8.9611446,6,,,
7488,160,70,2,2001,1,.02136752,.5,.02114165,.97885835,79601.695,1682.911,78760.24,1135901.8,14.269819,23423.634,896114.46,8.9611446,6,,,
7416,171,71,2,2001,1,.02305825,.5,.02279544,.97720456,77918.784,1776.193,77030.688,1057141.5,13.567223,23480.621,896114.46,8.9611446,6,,,
7047,202,72,2,2001,1,.02866468,.5,.02825965,.97174035,76142.591,2151.763,75066.709,980110.84,12.872045,27008.81,896114.46,8.9611446,6,,,
6708,189,73,2,2001,1,.02817531,.5,.0277839,.9722161,73990.828,2055.754,72962.951,905044.13,12.231842,24462.398,896114.46,8.9611446,6,,,
6543,228,74,2,2001,1,.0348464,.5,.03424966,.96575034,71935.074,2463.752,70703.198,832081.18,11.567114,27750.119,896114.46,8.9611446,6,,,
6474,230,75,2,2001,1,.03552672,.5,.03490666,.96509334,69471.322,2425.012,68258.816,761377.98,10.959601,25823.368,896114.46,8.9611446,6,,,
5916,262,76,2,2001,1,.04428668,.5,.04332727,.95667273,67046.31,2904.934,65593.843,693119.16,10.337917,29225.648,896114.46,8.9611446,6,,,
5961,266,77,2,2001,1,.04462339,.5,.04364949,.95635051,64141.376,2799.739,62741.507,627525.32,9.7834714,26584.436,896114.46,8.9611446,6,,,
5526,302,78,2,2001,1,.05465074,.5,.05319711,.94680289,61341.638,3263.198,59710.039,564783.81,9.2071851,29211.484,896114.46,8.9611446,6,,,
5409,288,79,2,2001,1,.05324459,.5,.05186386,.94813614,58078.44,3012.172,56572.354,505073.77,8.6964074,25364.242,896114.46,8.9611446,6,,,
5550,332,80,2,2001,1,.05981982,.5,.05808258,.94191742,55066.268,3198.391,53467.073,448501.42,8.1447579,25204.795,896114.46,8.9611446,6,,,
5127,305,81,2,2001,1,.05948898,.5,.05777062,.94222938,51867.877,2996.439,50369.658,395034.35,7.6161657,21976.85,896114.46,8.9611446,6,,,
3471,327,82,2,2001,1,.09420916,.5,.08997111,.91002889,48871.438,4397.018,46672.929,344664.69,7.052477,30235.591,896114.46,8.9611446,6,,,
2985,296,83,2,2001,1,.09916248,.5,.09447814,.90552186,44474.42,4201.86,42373.49,297991.76,6.7002956,27411.892,896114.46,8.9611446,6,,,
3105,301,84,2,2001,1,.09694042,.5,.09245892,.90754108,40272.56,3723.557,38410.781,255618.27,6.3472069,22881.479,896114.46,8.9611446,6,,,
18738,3153,85,2,2001,,.16826769,5.9429115,1,0,36549.003,36549,217207.49,217207.49,5.9429115,,896114.46,8.9611446,6,,,
7764,35,0,2,2001,1,.00450799,.1,.00448977,.99551023,100000,448.977,99595.921,7836658.5,78.366585,35039.543,928098.36,9.2809836,7,,,
7884,2,1,2,2001,1,.00025368,.5,.00025365,.99974635,99551.023,25.25073,99538.398,7737062.6,77.719569,1950.0982,928098.36,9.2809836,7,,,
8298,1,2,2,2001,1,.00012051,.5,.0001205,.9998795,99525.772,11.99322,99519.776,7637524.2,76.73916,914.40843,928098.36,9.2809836,7,,,
8664,1,3,2,2001,1,.00011542,.5,.00011541,.99988459,99513.779,11.48523,99508.036,7538004.4,75.748348,864.2945,928098.36,9.2809836,7,,,
8445,2,4,2,2001,1,.00023683,.5,.0002368,.9997632,99502.294,23.56199,99490.513,7438496.3,74.757034,1749.8509,928098.36,9.2809836,7,,,
8472,1,5,2,2001,1,.00011804,.5,.00011803,.99988197,99478.732,11.74137,99472.861,7339005.8,73.774622,860.39503,928098.36,9.2809836,7,,,
8997,1,6,2,2001,1,.00011115,.5,.00011114,.99988886,99466.99,11.05496,99461.463,7239533,72.783271,799.13297,928098.36,9.2809836,7,,,
9153,1,7,2,2001,1,.00010925,.5,.00010925,.99989075,99455.936,10.86535,99450.503,7140071.5,71.791306,774.64695,928098.36,9.2809836,7,,,
9381,1,8,2,2001,1,.0001066,.5,.00010659,.99989341,99445.07,10.60012,99439.77,7040621,70.799095,745.21887,928098.36,9.2809836,7,,,
9663,2,9,2,2001,1,.00020698,.5,.00020695,.99979305,99434.47,20.57833,99424.181,6941181.2,69.80659,1426.3612,928098.36,9.2809836,7,,,
9537,0,10,2,2001,1,0,.5,0,1,99413.892,0,99413.892,6841757.1,68.820936,0,928098.36,9.2809836,7,,,
9300,0,11,2,2001,1,0,.5,0,1,99413.892,0,99413.892,6742343.2,67.820936,0,928098.36,9.2809836,7,,,
9162,0,12,2,2001,1,0,.5,0,1,99413.892,0,99413.892,6642929.3,66.820936,0,928098.36,9.2809836,7,,,
9609,3,13,2,2001,1,.00031221,.5,.00031216,.99968784,99413.892,31.0329,99398.375,6543515.4,65.820936,2027.4145,928098.36,9.2809836,7,,,
9390,1,14,2,2001,1,.0001065,.5,.00010649,.99989351,99382.859,10.58334,99377.567,6444117,64.841333,680.9825,928098.36,9.2809836,7,,,
9681,3,15,2,2001,1,.00030989,.5,.00030984,.99969016,99372.275,30.78924,99356.881,6344739.4,63.848185,1950.7448,928098.36,9.2809836,7,,,
9297,3,16,2,2001,1,.00032268,.5,.00032263,.99967737,99341.486,32.05081,99325.461,6245382.6,62.867819,1999.2618,928098.36,9.2809836,7,,,
8898,3,17,2,2001,1,.00033715,.5,.0003371,.9996629,99309.435,33.47697,99292.697,6146057.1,61.887947,2055.429,928098.36,9.2809836,7,,,
9537,3,18,2,2001,1,.00031456,.5,.00031451,.99968549,99275.958,31.22376,99260.347,6046764.4,60.908648,1886.4821,928098.36,9.2809836,7,,,
10113,7,19,2,2001,1,.00069218,.5,.00069194,.99930806,99244.735,68.6713,99210.399,5947504.1,59.927653,4082.3868,928098.36,9.2809836,7,,,
11160,6,20,2,2001,1,.00053763,.5,.00053749,.99946251,99176.063,53.30613,99149.41,5848293.7,58.968802,3117.5838,928098.36,9.2809836,7,,,
11046,3,21,2,2001,1,.00027159,.5,.00027155,.99972845,99122.757,26.91725,99109.299,5749144.2,58.000245,1547.9584,928098.36,9.2809836,7,,,
10596,3,22,2,2001,1,.00028313,.5,.00028309,.99971691,99095.84,28.05261,99081.814,5650034.9,57.015864,1585.6419,928098.36,9.2809836,7,,,
9426,4,23,2,2001,1,.00042436,.5,.00042427,.99957573,99067.787,42.03131,99046.772,5550953.1,56.031867,2334.5723,928098.36,9.2809836,7,,,
9510,3,24,2,2001,1,.00031546,.5,.00031541,.99968459,99025.756,31.23348,99010.139,5451906.4,55.055438,1704.2251,928098.36,9.2809836,7,,,
10278,5,25,2,2001,1,.00048648,.5,.00048636,.99951364,98994.523,48.14674,98970.449,5352896.2,54.07265,2579.9762,928098.36,9.2809836,7,,,
10023,6,26,2,2001,1,.00059862,.5,.00059844,.99940156,98946.376,59.21387,98916.769,5253925.8,53.098719,3115.5062,928098.36,9.2809836,7,,,
10161,7,27,2,2001,1,.00068891,.5,.00068867,.99931133,98887.162,68.10075,98853.112,5155009,52.130215,3517.2681,928098.36,9.2809836,7,,,
10947,9,28,2,2001,1,.00082214,.5,.00082181,.99917819,98819.061,81.21002,98778.456,5056155.9,51.165796,4116.2625,928098.36,9.2809836,7,,,
11688,8,29,2,2001,1,.00068446,.5,.00068423,.99931577,98737.851,67.55926,98704.072,4957377.4,50.207467,3359.3493,928098.36,9.2809836,7,,,
12183,10,30,2,2001,1,.00082082,.5,.00082048,.99917952,98670.292,80.95692,98629.814,4858673.4,49.241502,3947.5818,928098.36,9.2809836,7,,,
11856,4,31,2,2001,1,.00033738,.5,.00033733,.99966267,98589.335,33.25665,98572.707,4760043.5,48.281526,1589.3215,928098.36,9.2809836,7,,,
12516,9,32,2,2001,1,.00071908,.5,.00071882,.99928118,98556.078,70.84419,98520.656,4661470.8,47.297649,3316.5341,928098.36,9.2809836,7,,,
12669,8,33,2,2001,1,.00063146,.5,.00063126,.99936874,98485.234,62.17012,98454.149,4562950.2,46.331313,2850.238,928098.36,9.2809836,7,,,
12537,9,34,2,2001,1,.00071788,.5,.00071762,.99928238,98423.064,70.63011,98387.749,4464496,45.360263,3169.6231,928098.36,9.2809836,7,,,
12771,6,35,2,2001,1,.00046981,.5,.0004697,.9995303,98352.434,46.19654,98329.336,4366108.3,44.392478,2028.1571,928098.36,9.2809836,7,,,
12684,9,36,2,2001,1,.00070956,.5,.0007093,.9992907,98306.237,69.72898,98271.373,4267778.9,43.413104,2993.349,928098.36,9.2809836,7,,,
12873,8,37,2,2001,1,.00062146,.5,.00062126,.99937874,98236.508,61.03068,98205.993,4169507.6,42.443564,2560.64,928098.36,9.2809836,7,,,
12648,13,38,2,2001,1,.00102783,.5,.0010273,.9989727,98175.478,100.8559,98125.05,4071301.6,41.469639,4134.1552,928098.36,9.2809836,7,,,
11874,15,39,2,2001,1,.00126326,.5,.00126247,.99873753,98074.622,123.816,98012.714,3973176.5,40.51177,4957.227,928098.36,9.2809836,7,,,
11874,19,40,2,2001,1,.00160013,.5,.00159886,.99840114,97950.806,156.6092,97872.501,3875163.8,39.562347,6122.421,928098.36,9.2809836,7,,,
11283,14,41,2,2001,1,.0012408,.5,.00124004,.99875996,97794.197,121.2683,97733.563,3777291.3,38.624903,4626.2112,928098.36,9.2809836,7,,,
11694,21,42,2,2001,1,.00179579,.5,.00179418,.99820582,97672.928,175.243,97585.307,3679557.8,37.672237,6520.028,928098.36,9.2809836,7,,,
11388,14,43,2,2001,1,.00122936,.5,.00122861,.99877139,97497.685,119.7865,97437.792,3581972.4,36.739051,4343.6204,928098.36,9.2809836,7,,,
11100,26,44,2,2001,1,.00234234,.5,.0023396,.9976604,97377.899,227.8255,97263.986,3484534.7,35.78363,8047.9377,928098.36,9.2809836,7,,,
10587,19,45,2,2001,1,.00179465,.5,.00179304,.99820696,97150.073,174.1944,97062.976,3387270.7,34.866373,5991.8078,928098.36,9.2809836,7,,,
10095,24,46,2,2001,1,.00237741,.5,.00237459,.99762541,96975.879,230.2781,96860.74,3290207.7,33.928104,7706.9228,928098.36,9.2809836,7,,,
10182,35,47,2,2001,1,.00343744,.5,.00343154,.99656846,96745.601,331.9865,96579.608,3193347,33.007671,10810.688,928098.36,9.2809836,7,,,
9723,25,48,2,2001,1,.00257122,.5,.00256792,.99743208,96413.614,247.5826,96289.823,3096767.3,32.119606,7838.5416,928098.36,9.2809836,7,,,
9486,28,49,2,2001,1,.00295172,.5,.00294737,.99705263,96166.032,283.4367,96024.313,3000477.5,31.201012,8714.6563,928098.36,9.2809836,7,,,
9639,32,50,2,2001,1,.00331985,.5,.00331434,.99668566,95882.595,317.788,95723.701,2904453.2,30.291767,9483.2072,928098.36,9.2809836,7,,,
9831,39,51,2,2001,1,.00396704,.5,.00395919,.99604081,95564.807,378.3592,95375.627,2808729.5,29.390835,10952.839,928098.36,9.2809836,7,,,
10413,37,52,2,2001,1,.00355325,.5,.00354695,.99645305,95186.448,337.6215,95017.637,2713353.9,28.505674,9472.146,928098.36,9.2809836,7,,,
11022,44,53,2,2001,1,.00399202,.5,.00398406,.99601594,94848.826,377.8838,94659.884,2618336.2,27.605363,10263.162,928098.36,9.2809836,7,,,
10992,59,54,2,2001,1,.00536754,.5,.00535317,.99464683,94470.943,505.7193,94218.083,2523676.4,26.713784,13292.491,928098.36,9.2809836,7,,,
8226,48,55,2,2001,1,.00583516,.5,.00581818,.99418182,93965.223,546.7067,93691.87,2429458.3,25.854866,13902.237,928098.36,9.2809836,7,,,
8877,51,56,2,2001,1,.00574518,.5,.00572873,.99427127,93418.516,535.1693,93150.932,2335766.4,25.003249,13151.163,928098.36,9.2809836,7,,,
8901,72,57,2,2001,1,.00808898,.5,.00805639,.99194361,92883.347,748.3049,92509.195,2242615.5,24.14443,17765.094,928098.36,9.2809836,7,,,
8661,55,58,2,2001,1,.00635031,.5,.00633021,.99366979,92135.042,583.2338,91843.425,2150106.3,23.336466,13361.424,928098.36,9.2809836,7,,,
8028,68,59,2,2001,1,.00847035,.5,.00843463,.99156537,91551.808,772.2057,91165.706,2058262.9,22.481946,17046.782,928098.36,9.2809836,7,,,
8028,92,60,2,2001,1,.01145989,.5,.0113946,.9886054,90779.603,1034.397,90262.404,1967097.2,21.668933,22023.278,928098.36,9.2809836,7,,,
8361,77,61,2,2001,1,.00920942,.5,.00916721,.99083279,89745.205,822.7134,89333.849,1876834.7,20.912925,16871.676,928098.36,9.2809836,7,,,
8205,102,62,2,2001,1,.01243144,.5,.01235465,.98764535,88922.492,1098.606,88373.189,1787500.9,20.101786,21669.337,928098.36,9.2809836,7,,,
7947,82,63,2,2001,1,.01031836,.5,.0102654,.9897346,87823.886,901.5471,87373.112,1699127.7,19.346989,17079.565,928098.36,9.2809836,7,,,
8064,96,64,2,2001,1,.01190476,.5,.01183432,.98816568,86922.339,1028.667,86408.005,1611754.6,18.542467,18670.822,928098.36,9.2809836,7,,,
7875,135,65,2,2001,1,.01714286,.5,.01699717,.98300283,85893.672,1459.949,85163.697,1525346.6,17.758544,25414.434,928098.36,9.2809836,7,,,
7548,108,66,2,2001,1,.01430843,.5,.01420679,.98579321,84433.723,1199.532,83833.957,1440182.9,17.056963,20003.718,928098.36,9.2809836,7,,,
7578,117,67,2,2001,1,.01543943,.5,.01532115,.98467885,83234.191,1275.244,82596.569,1356348.9,16.295574,20299.919,928098.36,9.2809836,7,,,
7488,156,68,2,2001,1,.02083333,.5,.02061856,.97938144,81958.947,1689.875,81114.009,1273752.4,15.541346,25685.557,928098.36,9.2809836,7,,,
7506,137,69,2,2001,1,.01825207,.5,.018087,.981913,80269.072,1451.827,79543.158,1192638.4,14.858006,21037.327,928098.36,9.2809836,7,,,
7170,164,70,2,2001,1,.02287308,.5,.02261445,.97738555,78817.245,1782.409,77926.04,1113095.2,14.122483,24561.733,928098.36,9.2809836,7,,,
7161,173,71,2,2001,1,.02415864,.5,.0238703,.9761297,77034.836,1838.845,76115.414,1035169.2,13.437676,24081.261,928098.36,9.2809836,7,,,
6843,203,72,2,2001,1,.02966535,.5,.02923177,.97076823,75195.991,2198.112,74096.935,959053.75,12.754054,27341.323,928098.36,9.2809836,7,,,
6261,222,73,2,2001,1,.03545759,.5,.03483992,.96516008,72997.88,2543.241,71726.259,884956.81,12.123048,30093.735,928098.36,9.2809836,7,,,
6339,223,74,2,2001,1,.03517905,.5,.03457096,.96542904,70454.639,2435.685,69236.797,813230.55,11.542612,27377.886,928098.36,9.2809836,7,,,
6627,268,75,2,2001,1,.04044062,.5,.03963911,.96036089,68018.954,2696.211,66670.849,743993.76,10.938036,28723.951,928098.36,9.2809836,7,,,
6018,263,76,2,2001,1,.04370223,.5,.0427677,.9572323,65322.744,2793.704,63925.892,677322.91,10.368868,28186.603,928098.36,9.2809836,7,,,
5841,274,77,2,2001,1,.04690978,.5,.04583473,.95416527,62529.04,2866.001,61096.039,613397.02,9.8097942,27322.736,928098.36,9.2809836,7,,,
5232,276,78,2,2001,1,.05275229,.5,.05139665,.94860335,59663.038,3066.48,58129.798,552300.98,9.2570038,27580.65,928098.36,9.2809836,7,,,
5328,291,79,2,2001,1,.05461712,.5,.05316525,.94683475,56596.558,3008.97,55092.073,494171.18,8.7314705,25463.624,928098.36,9.2809836,7,,,
5262,331,80,2,2001,1,.06290384,.5,.06098572,.93901428,53587.588,3268.078,51953.549,439079.1,8.1936717,25960.009,928098.36,9.2809836,7,,,
4815,315,81,2,2001,1,.06542056,.5,.06334842,.93665158,50319.51,3187.661,48725.68,387125.56,7.693349,23705.37,928098.36,9.2809836,7,,,
3387,320,82,2,2001,1,.09447889,.5,.09021708,.90978292,47131.849,4252.098,45005.8,338399.88,7.1798557,29811.69,928098.36,9.2809836,7,,,
2676,291,83,2,2001,1,.10874439,.5,.10313663,.89686337,42879.751,4422.473,40668.515,293394.08,6.8422523,29661.184,928098.36,9.2809836,7,,,
2865,266,84,2,2001,1,.09284468,.5,.08872582,.91127418,38457.278,3412.153,36751.201,252725.56,6.5715925,21725.765,928098.36,9.2809836,7,,,
17835,2894,85,2,2001,,.16226521,6.1627505,1,0,35045.125,35045.13,215974.36,215974.36,6.1627505,,928098.36,9.2809836,7,,,
8076,42,0,2,2001,1,.00520059,.1,.00517637,.99482363,100000,517.6366,99534.127,7774235.6,77.742356,40088.032,957841.11,9.5784111,8,,,
8589,3,1,2,2001,1,.00034928,.5,.00034922,.99965078,99482.363,34.74153,99464.993,7674701.5,77.146353,2663.2765,957841.11,9.5784111,8,,,
8391,2,2,2,2001,1,.00023835,.5,.00023832,.99976168,99447.622,23.70058,99435.772,7575236.5,76.173129,1793.7106,957841.11,9.5784111,8,,,
8565,0,3,2,2001,1,0,.5,0,1,99423.921,0,99423.921,7475800.7,75.191168,0,957841.11,9.5784111,8,,,
8568,2,4,2,2001,1,.00023343,.5,.0002334,.9997666,99423.921,23.20549,99412.319,7376376.8,74.191168,1710.2393,957841.11,9.5784111,8,,,
8523,0,5,2,2001,1,0,.5,0,1,99400.716,0,99400.716,7276964.5,73.208371,0,957841.11,9.5784111,8,,,
8175,0,6,2,2001,1,0,.5,0,1,99400.716,0,99400.716,7177563.8,72.208371,0,957841.11,9.5784111,8,,,
8703,0,7,2,2001,1,0,.5,0,1,99400.716,0,99400.716,7078163.1,71.208371,0,957841.11,9.5784111,8,,,
9054,2,8,2,2001,1,.0002209,.5,.00022087,.99977913,99400.716,21.95488,99389.738,6978762.4,70.208371,1530.608,957841.11,9.5784111,8,,,
9522,0,9,2,2001,1,0,.5,0,1,99378.761,0,99378.761,6879372.6,69.223771,0,957841.11,9.5784111,8,,,
9306,2,10,2,2001,1,.00021492,.5,.00021489,.99978511,99378.761,21.3557,99368.083,6779993.9,68.223771,1446.4441,957841.11,9.5784111,8,,,
8889,1,11,2,2001,1,.0001125,.5,.00011249,.99988751,99357.405,11.17694,99351.817,6680625.8,67.238328,745.97224,957841.11,9.5784111,8,,,
9315,0,12,2,2001,1,0,.5,0,1,99346.228,0,99346.228,6581274,66.245836,0,957841.11,9.5784111,8,,,
9486,1,13,2,2001,1,.00010542,.5,.00010541,.99989459,99346.228,10.47238,99340.992,6481927.7,65.245836,678.07872,957841.11,9.5784111,8,,,
9498,3,14,2,2001,1,.00031586,.5,.00031581,.99968419,99335.756,31.37084,99320.07,6382586.7,64.252662,2000.2902,957841.11,9.5784111,8,,,
9318,3,15,2,2001,1,.00032196,.5,.00032191,.99967809,99304.385,31.96665,99288.402,6283266.7,63.272802,2006.959,957841.11,9.5784111,8,,,
9480,1,16,2,2001,1,.00010549,.5,.00010548,.99989452,99272.418,10.47122,99267.183,6183978.3,62.293015,647.0825,957841.11,9.5784111,8,,,
9135,5,17,2,2001,1,.00054735,.5,.0005472,.9994528,99261.947,54.3157,99234.789,6084711.1,61.299534,3303.2735,957841.11,9.5784111,8,,,
9780,11,18,2,2001,1,.00112474,.5,.00112411,.99887589,99207.631,111.5205,99151.871,5985476.3,60.332821,6676.3412,957841.11,9.5784111,8,,,
11007,4,19,2,2001,1,.00036341,.5,.00036334,.99963666,99096.111,36.00549,99078.108,5886324.4,59.400156,2121.1143,957841.11,9.5784111,8,,,
11715,5,20,2,2001,1,.0004268,.5,.00042671,.99957329,99060.105,42.27015,99038.97,5787246.3,58.421564,2448.876,957841.11,9.5784111,8,,,
11499,2,21,2,2001,1,.00017393,.5,.00017391,.99982609,99017.835,17.22049,99009.225,5688207.3,57.446291,980.7285,957841.11,9.5784111,8,,,
10881,4,22,2,2001,1,.00036761,.5,.00036755,.99963245,99000.615,36.38725,98982.421,5589198.1,56.456196,2036.4666,957841.11,9.5784111,8,,,
10086,5,23,2,2001,1,.00049574,.5,.00049561,.99950439,98964.228,49.04804,98939.704,5490215.7,55.47677,2697.1713,957841.11,9.5784111,8,,,
9777,5,24,2,2001,1,.0005114,.5,.00051127,.99948873,98915.18,50.57272,98889.893,5391276,54.504031,2731.8292,957841.11,9.5784111,8,,,
10542,5,25,2,2001,1,.00047429,.5,.00047418,.99952582,98864.607,46.8797,98841.167,5292386.1,53.531656,2486.698,957841.11,9.5784111,8,,,
10650,4,26,2,2001,1,.00037559,.5,.00037552,.99962448,98817.727,37.10767,98799.173,5193544.9,52.556814,1932.0699,957841.11,9.5784111,8,,,
11385,5,27,2,2001,1,.00043917,.5,.00043908,.99956092,98780.619,43.37239,98758.933,5094745.8,51.57637,2215.7908,957841.11,9.5784111,8,,,
